x,y,size,angle,response,octave,class_id
429.716583252,216.928878784,16,270,3600.41674805,0,-1
590.716552734,216.928878784,16,270,3600.41674805,0,-1
480.657043457,210.831039429,109,270,3634.21020508,2,1
351.854949951,132.37487793,125,270,3713.40991211,3,-1
219.255081177,184.087432861,15,270,3714.77490234,0,-1
372.255065918,182.087432861,15,270,3714.77490234,0,-1
533.255065918,182.087432861,15,270,3714.77490234,0,-1
221.833969116,218.957946777,16,270,3737.22460938,0,-1
374.833984375,216.957946777,16,270,3737.22460938,0,-1
535.833984375,216.957946777,16,270,3737.22460938,0,-1
519.917602539,262.981933594,113,270,3755.25463867,2,-1
277.65826416,184.053024292,15,270,3765.92236328,0,-1
430.65826416,182.053024292,15,270,3765.92236328,0,-1
591.65826416,182.053024292,15,270,3765.92236328,0,-1
264.210479736,216.589065552,27,270,3777.69921875,0,-1
417.210479736,214.589065552,27,270,3777.69921875,0,-1
578.210449219,214.589065552,27,270,3777.69921875,0,-1
296.229614258,196.837692261,132,270,3880.70751953,2,1
195.037216187,266.737335205,122,270,3896.44702148,3,-1
616.596679688,261.127258301,113,270,3900.74804688,2,-1
466.302490234,147.424346924,135,270,3901.32104492,3,-1
296.438476562,207.727844238,128,270,4008.76635742,2,1
517.425598145,267.281280518,122,270,4011.61889648,3,-1
480.707458496,188.406585693,109,270,4030.38427734,2,1
425.990936279,188.532867432,270,270,4030.79833984,3,1
485.530914307,134.877258301,189,270,4102.72119141,3,-1
262.308868408,216.126678467,27,270,4122.22998047,0,-1
415.308868408,214.126678467,27,270,4122.22998047,0,-1
576.308898926,214.126678467,27,270,4122.22998047,0,-1
236.404510498,216.055130005,27,270,4169.0625,0,-1
389.404510498,214.055130005,27,270,4169.0625,0,-1
550.40447998,214.055130005,27,270,4169.0625,0,-1
233.564285278,186.749908447,28,270,4330.61523438,1,-1
547.56427002,184.749908447,28,270,4330.61523438,1,-1
416.548217773,184.836273193,28,270,4339.90136719,1,-1
263.640899658,186.789108276,28,270,4365.93115234,1,-1
577.640930176,184.789108276,28,270,4365.93115234,1,-1
581.145690918,274.768463135,13,270,4369.35205078,0,-1
254.145675659,271.768463135,13,270,4369.35205078,0,-1
577.231506348,270.8543396,13,270,4369.35205078,0,-1
250.231521606,267.8543396,13,270,4369.35205078,0,-1
414.1456604,120.768470764,13,270,4369.35205078,0,-1
410.231536865,116.85433197,13,270,4369.35205078,0,-1
386.627288818,184.78012085,28,270,4409.37060547,1,-1
195.754058838,263.908233643,109,270,4504.70605469,2,-1
291.356567383,264.982330322,107,270,4505.81347656,2,-1
349.668243408,193.695953369,130,270,4542.57568359,2,1
450.267974854,138.796951294,104,270,4603.81542969,2,-1
511.813354492,193.803192139,136,270,4895.14794922,2,1
349.838928223,205.51335144,133,270,4956.515625,2,1
355.881500244,137.623748779,104,270,4984.84716797,2,-1
496.054351807,261.251586914,175,270,5032.26708984,3,-1
414.995147705,214.191925049,29,270,5165.05419922,1,-1
580.181396484,289.855163574,13,270,5230.08203125,0,-1
253.181381226,286.855163574,13,270,5230.08203125,0,-1
562.144836426,271.818634033,13,270,5230.08203125,0,-1
235.144851685,268.818634033,13,270,5230.08203125,0,-1
413.181365967,135.855148315,13,270,5230.08203125,0,-1
395.144836426,117.818626404,13,270,5230.08203125,0,-1
564.056945801,190.963134766,268,270,5233.50292969,3,1
368.06137085,176.407623291,62,270,5268.38671875,2,1
511.755340576,205.807693481,135,270,5275.38769531,2,1
389.522888184,214.18963623,29,270,5286.26269531,1,-1
319.562774658,262.999053955,177,270,5299.30224609,3,-1
593.059936523,176.755493164,64,270,5300.00683594,2,1
236.684036255,216.120727539,29,270,5306.06933594,1,-1
550.684020996,214.120727539,29,270,5306.06933594,1,-1
262.048065186,216.243972778,29,270,5325.65722656,1,-1
576.048095703,214.243972778,29,270,5325.65722656,1,-1
432.464294434,176.569107056,65,270,5341.54541016,2,1
451.045532227,198.109405518,111,270,5396.00732422,3,1
449.147979736,194.001312256,130,270,5465.80566406,2,1
529.729919434,176.464111328,62,270,5477.99023438,2,1
586.895141602,195.677383423,267,270,5660.88574219,3,1
564.442565918,211.733612061,271,270,5685.94140625,3,1
243.351959229,201.826568604,274,270,5763.21972656,3,1
432.373657227,222.79486084,65,270,5794.83496094,2,1
570.558288574,299.974609375,21,270,5802.38330078,0,1
243.558319092,296.974609375,21,270,5802.38330078,0,1
552.025390625,281.441680908,21,270,5802.38330078,0,1
225.025375366,278.441680908,21,270,5802.38330078,0,1
403.558319092,145.974624634,21,270,5802.38330078,0,1
385.025390625,127.441688538,21,270,5802.38330078,0,1
592.825744629,222.553710938,64,270,5846.61572266,2,1
586.892822266,210.063842773,265,270,6003.55664062,3,1
243.36378479,217.0365448,273,270,6029.99609375,3,1
449.107391357,206.010055542,131,270,6078.50488281,2,1
221.06918335,216.543731689,273,270,6298.31738281,3,1
201.404693604,231.141357422,65,270,6567.44433594,1,1
515.403991699,229.141204834,65,270,6567.44433594,1,1
588.974243164,281.485626221,21,270,6584.86816406,0,1
261.974273682,278.485626221,21,270,6584.86816406,0,1
570.514343262,263.025726318,21,270,6584.86816406,0,1
243.514358521,260.025726318,21,270,6584.86816406,0,1
421.974273682,127.48563385,21,270,6584.86816406,0,1
403.514373779,109.025726318,21,270,6584.86816406,0,1
352.016967773,228.214614868,58,270,7031.72851562,1,1
411.402496338,283.939788818,14,270,7083.79150391,0,-1
257.402496338,119.939788818,14,270,7083.79150391,0,-1
585.402526855,113.939788818,14,270,7083.79150391,0,-1
586.605651855,290.835510254,27,270,7292.90332031,0,1
259.605651855,287.835510254,27,270,7292.90332031,0,1
561.164489746,265.394348145,27,270,7292.90332031,0,1
234.164474487,262.394348145,27,270,7292.90332031,0,1
419.605651855,136.835525513,27,270,7292.90332031,0,1
394.164489746,111.394363403,27,270,7292.90332031,0,1
557.273376465,294.726623535,25,270,7495.20166016,0,1
230.273376465,291.726623535,25,270,7495.20166016,0,1
390.273376465,140.726623535,25,270,7495.20166016,0,1
585.564575195,292.923400879,26,270,7815.06445312,0,1
258.564575195,289.923400879,26,270,7815.06445312,0,1
559.076599121,266.435424805,26,270,7815.06445312,0,1
232.076599121,263.435424805,26,270,7815.06445312,0,1
418.564575195,138.923400879,26,270,7815.06445312,0,1
392.076599121,112.435424805,26,270,7815.06445312,0,1
560.362670898,296.915771484,24,270,7975.45898438,0,1
233.362670898,293.915771484,24,270,7975.45898438,0,1
555.084228516,291.637329102,24,270,7975.45898438,0,1
228.084228516,288.637329102,24,270,7975.45898438,0,1
393.362670898,142.915771484,24,270,7975.45898438,0,1
388.084228516,137.637329102,24,270,7975.45898438,0,1
325.24017334,237.749664307,60,270,8024.37402344,2,-1
562.305908203,297.770080566,26,270,8184.03564453,0,1
235.305923462,294.770080566,26,270,8184.03564453,0,1
554.229919434,289.694091797,26,270,8184.03564453,0,1
227.229919434,286.694091797,26,270,8184.03564453,0,1
395.305908203,143.770080566,26,270,8184.03564453,0,1
387.229919434,135.694076538,26,270,8184.03564453,0,1
583.841430664,294.907684326,26,270,8593.65722656,0,1
256.841430664,291.907684326,26,270,8593.65722656,0,1
557.092285156,268.158569336,26,270,8593.65722656,0,1
230.092315674,265.158569336,26,270,8593.65722656,0,1
416.841430664,140.907684326,26,270,8593.65722656,0,1
390.092315674,114.158561707,26,270,8593.65722656,0,1
578.541259766,297.977752686,26,270,8601.328125,0,1
251.541229248,294.977752686,26,270,8601.328125,0,1
554.022277832,273.458770752,26,270,8601.328125,0,1
227.022247314,270.458770752,26,270,8601.328125,0,1
411.541229248,143.977752686,26,270,8601.328125,0,1
387.022247314,119.458763123,26,270,8601.328125,0,1
480.394989014,164.069030762,60,270,8716.60253906,2,-1
584.8125,290.59979248,35,270,8717.3125,1,1
234.400222778,264.187530518,35,270,8717.3125,1,1
583.942260742,269.000396729,30,270,8794.28515625,1,1
255.999603271,265.057739258,30,270,8794.28515625,1,1
323.543029785,214.048538208,88,270,9070.61132812,2,1
583.971435547,268.028594971,27,270,9225.34375,0,1
256.971405029,265.028594971,27,270,9225.34375,0,1
416.971405029,114.028579712,27,270,9225.34375,0,1
235.665344238,292.956756592,34,270,9308.0078125,1,1
556.043273926,289.334655762,34,270,9308.0078125,1,1
480.356781006,236.216796875,62,270,9350.90039062,2,-1
323.213775635,187.839019775,88,270,9353.55859375,2,1
585.817565918,272.70526123,32,270,9358.875,1,1
252.294754028,263.182403564,32,270,9358.875,1,1
480.162841797,236.15423584,61,270,9518.86621094,1,-1
480.066589355,163.395339966,62,270,9520.93359375,1,-1
251.089660645,293.778198242,32,270,9637.39257812,1,1
555.221801758,273.910339355,32,270,9637.39257812,1,1
574.89855957,286.665924072,14,270,9701.32421875,0,1
247.898590088,283.665924072,14,270,9701.32421875,0,1
565.334106445,277.101409912,14,270,9701.32421875,0,1
238.334091187,274.101409912,14,270,9701.32421875,0,1
407.898590088,132.665908813,14,270,9701.32421875,0,1
398.334075928,123.101417542,14,270,9701.32421875,0,1
442.093963623,178.063354492,41,270,11266.7900391,1,1
288.820587158,180.073989868,41,270,11393.7080078,1,1
602.820617676,178.073989868,41,270,11393.7080078,1,1
322.27722168,167.932907104,43,270,11528.1835938,1,-1
324.003295898,234.08380127,44,270,11702.0537109,1,-1
612.520751953,201.109664917,129,270,12116.2861328,3,1
442.198699951,221.721191406,42,270,12458.3740234,1,1
194.246170044,210.242874146,128,270,12699.8232422,3,1
609.877502441,194.408859253,134,270,12898.5380859,2,1
249.016937256,209.458892822,21,270,13226.5117188,0,-1
402.016937256,207.458892822,21,270,13226.5117188,0,-1
563.016906738,207.458892822,21,270,13226.5117188,0,-1
400.2762146,273.696258545,14,270,13249.2890625,0,-1
246.2762146,109.696258545,14,270,13249.2890625,0,-1
574.276245117,103.696258545,14,270,13249.2890625,0,-1
194.321411133,196.198196411,127,270,13387.0810547,3,1
197.03515625,207.950378418,133,270,13395.9482422,2,1
432.62210083,199.480926514,29,270,13441.0302734,1,-1
280.032318115,201.68637085,29,270,13664.0703125,1,-1
594.032348633,199.68637085,29,270,13664.0703125,1,-1
574.849060059,277.150939941,14,270,13772.2275391,0,1
247.849075317,274.150939941,14,270,13772.2275391,0,1
407.849060059,123.150932312,14,270,13772.2275391,0,1
609.953125,205.709411621,133,270,14490.3496094,2,1
217.831634521,202.11340332,29,270,14759.6806641,1,-1
531.831604004,200.11340332,29,270,14759.6806641,1,-1
370.861480713,200.064804077,29,270,14973.109375,1,-1
277.67855835,201.689941406,26,270,15563.2119141,0,-1
430.67855835,199.689941406,26,270,15563.2119141,0,-1
591.678527832,199.689941406,26,270,15563.2119141,0,-1
220.145080566,201.966720581,26,270,15941.3476562,0,-1
373.145080566,199.966720581,26,270,15941.3476562,0,-1
534.145080566,199.966720581,26,270,15941.3476562,0,-1
386.849639893,285.70123291,21,270,16781.7246094,0,1
232.849639893,121.70123291,21,270,16781.7246094,0,1
560.84967041,115.70123291,21,270,16781.7246094,0,1
448.726654053,221.798919678,31,270,17045.7714844,1,1
294.05368042,179.7787323,32,270,17062.1953125,0,1
447.05368042,177.7787323,32,270,17062.1953125,0,1
608.053649902,177.7787323,32,270,17062.1953125,0,1
296.32232666,223.870040894,31,270,17514.9882812,1,1
610.32232666,221.870040894,31,270,17514.9882812,1,1
295.441802979,180.05770874,30,270,17580.4101562,1,1
609.441833496,178.05770874,30,270,17580.4101562,1,1
271.649536133,201.713943481,20,270,17935.8867188,0,-1
424.649536133,199.713943481,20,270,17935.8867188,0,-1
585.649536133,199.713943481,20,270,17935.8867188,0,-1
294.033050537,223.898925781,33,270,17938.3359375,0,1
447.033050537,221.898925781,33,270,17938.3359375,0,1
608.03302002,221.898925781,33,270,17938.3359375,0,1
297.033355713,223.807449341,28,270,18159.8242188,0,1
450.033355713,221.807449341,28,270,18159.8242188,0,1
611.03338623,221.807449341,28,270,18159.8242188,0,1
448.406158447,178.059997559,30,270,18276.8183594,1,1
248.864868164,191.349029541,29,270,18470.8808594,0,-1
401.864868164,189.349029541,29,270,18470.8808594,0,-1
562.864868164,189.349029541,29,270,18470.8808594,0,-1
226.149734497,201.942626953,20,270,18548.3828125,0,-1
379.149719238,199.942626953,20,270,18548.3828125,0,-1
540.149719238,199.942626953,20,270,18548.3828125,0,-1
198.895339966,179.532806396,30,270,19097.5351562,1,1
512.895324707,177.532806396,30,270,19097.5351562,1,1
297.043823242,179.680175781,27,270,19196.5058594,0,1
450.043823242,177.680175781,27,270,19196.5058594,0,1
611.043823242,177.680175781,27,270,19196.5058594,0,1
247.770523071,116.340034485,100,270,19482.0878906,3,1
352.557159424,177.783905029,29,270,19489.4199219,1,1
259.622039795,201.69354248,30,270,20319.3164062,1,1
573.622070312,199.69354248,30,270,20319.3164062,1,1
391.22668457,199.98600769,30,270,20384.1542969,1,1
574.978393555,113.023109436,109,270,20785.3183594,3,1
412.653747559,199.877349854,30,270,20981.1347656,1,1
197.600692749,179.389343262,27,270,20983.2890625,0,1
350.600708008,177.389343262,27,270,20983.2890625,0,1
511.600708008,177.389343262,27,270,20983.2890625,0,1
238.178588867,201.894470215,30,270,21089.8671875,1,1
552.178588867,199.894470215,30,270,21089.8671875,1,1
248.844863892,189.544052124,34,270,21321.2617188,0,-1
401.844848633,187.544052124,34,270,21321.2617188,0,-1
562.844848633,187.544052124,34,270,21321.2617188,0,-1
401.775024414,188.942214966,30,270,21321.9472656,1,-1
248.890274048,190.933563232,30,270,21421.3359375,1,-1
562.890258789,188.933563232,30,270,21421.3359375,1,-1
202.723495483,224.32749939,34,270,21861.7539062,0,1
355.723510742,222.32749939,34,270,21861.7539062,0,1
516.723510742,222.32749939,34,270,21861.7539062,0,1
200.847671509,224.261550903,30,270,22039.6328125,0,1
353.847686768,222.261550903,30,270,22039.6328125,0,1
514.84765625,222.261550903,30,270,22039.6328125,0,1
403.028961182,127.971031189,29,270,22596.859375,1,1
248.987518311,214.129699707,34,270,22852.6230469,0,-1
401.987518311,212.129699707,34,270,22852.6230469,0,-1
562.987487793,212.129699707,34,270,22852.6230469,0,-1
570.178955078,281.989105225,29,270,22971.671875,1,1
243.010910034,278.821044922,29,270,22971.671875,1,1
401.999816895,210.60635376,30,270,23133.3457031,1,-1
248.966751099,212.607437134,30,270,23152.8398438,1,-1
562.96673584,210.607437134,30,270,23152.8398438,1,-1
299.917419434,201.671630859,53,270,23547.265625,2,-1
353.354095459,222.191589355,30,270,23781.0703125,1,1
200.477600098,224.202362061,30,270,23857.3066406,1,1
514.477600098,222.202362061,30,270,23857.3066406,1,1
402.582000732,284.984619141,115,270,24661.1210938,3,1
301.421936035,194.035140991,33,270,24716.6914062,0,-1
454.421936035,192.035140991,33,270,24716.6914062,0,-1
615.421936035,192.035140991,33,270,24716.6914062,0,-1
301.362609863,209.029602051,33,270,25024.2851562,0,-1
454.362609863,207.029602051,33,270,25024.2851562,0,-1
615.362609863,207.029602051,33,270,25024.2851562,0,-1
186.90826416,187.386657715,16,270,25495.8710938,0,-1
339.90826416,185.386657715,16,270,25495.8710938,0,-1
500.90826416,185.386657715,16,270,25495.8710938,0,-1
305.799713135,189.440734863,20,270,25787.5136719,0,-1
458.799713135,187.440734863,20,270,25787.5136719,0,-1
619.799743652,187.440734863,20,270,25787.5136719,0,-1
305.881958008,213.647567749,20,270,25905.015625,0,-1
458.881958008,211.647567749,20,270,25905.015625,0,-1
619.881958008,211.647567749,20,270,25905.015625,0,-1
455.743377686,190.602600098,29,270,26148.9179688,1,-1
455.667358398,208.464706421,30,270,26184.0742188,1,-1
343.630828857,210.201507568,29,270,26350.9492188,1,-1
191.632705688,211.173233032,32,270,26947.6054688,0,-1
344.632720947,209.173233032,32,270,26947.6054688,0,-1
505.632720947,209.173233032,32,270,26947.6054688,0,-1
191.787719727,193.12046814,32,270,27409.3632812,0,-1
344.787719727,191.12046814,32,270,27409.3632812,0,-1
505.787719727,191.12046814,32,270,27409.3632812,0,-1
303.795440674,211.368713379,27,270,27431.6054688,0,-1
456.795440674,209.368713379,27,270,27431.6054688,0,-1
617.795471191,209.368713379,27,270,27431.6054688,0,-1
190.683288574,212.266372681,29,270,27453.3984375,1,-1
504.683288574,210.266372681,29,270,27453.3984375,1,-1
303.829284668,191.738067627,27,270,27502.5585938,0,-1
456.829284668,189.738067627,27,270,27502.5585938,0,-1
617.829284668,189.738067627,27,270,27502.5585938,0,-1
302.71496582,192.644088745,29,270,27506.6074219,1,-1
616.71496582,190.644088745,29,270,27506.6074219,1,-1
343.95715332,190.082992554,29,270,27602.390625,1,-1
302.659240723,210.429382324,30,270,27660.6757812,1,-1
616.659240723,208.429382324,30,270,27660.6757812,1,-1
511.196929932,200.079574585,58,270,27688.8144531,2,-1
349.687896729,200.039276123,58,270,27728.9414062,2,-1
190.959671021,191.987808228,29,270,27766.8984375,1,-1
504.959686279,189.987808228,29,270,27766.8984375,1,-1
256.547027588,201.803436279,21,270,28511.2480469,0,1
409.547027588,199.803436279,21,270,28511.2480469,0,1
570.54699707,199.803436279,21,270,28511.2480469,0,1
189.472366333,190.940841675,27,270,28562.7597656,0,-1
342.472351074,188.940841675,27,270,28562.7597656,0,-1
503.472351074,188.940841675,27,270,28562.7597656,0,-1
241.276519775,201.870315552,22,270,28610.4296875,0,1
394.276519775,199.870315552,22,270,28610.4296875,0,1
555.276550293,199.870315552,22,270,28610.4296875,0,1
186.95916748,216.893341064,16,270,28859.7050781,0,-1
339.95916748,214.893341064,16,270,28859.7050781,0,-1
500.95916748,214.893341064,16,270,28859.7050781,0,-1
189.377838135,213.41229248,27,270,28876.9492188,0,-1
342.377838135,211.41229248,27,270,28876.9492188,0,-1
503.377838135,211.41229248,27,270,28876.9492188,0,-1
196.537139893,201.925918579,57,270,29168.171875,2,-1
247.489303589,118.991203308,105,270,30457.8203125,2,1
570.213684082,281.786346436,27,270,31449.9648438,0,1
243.213653564,278.786346436,27,270,31449.9648438,0,1
403.213653564,127.786338806,27,270,31449.9648438,0,1
575.528625488,113.522918701,106,270,32866.4492188,2,1
401.495666504,283.673095703,106,270,32868.0195312,2,1
390.018371582,294.146026611,44,270,33872.4023438,1,1
236.018371582,130.146026611,44,270,33872.4023438,1,1
564.018371582,124.146018982,44,270,33872.4023438,1,1
397.260894775,289.175354004,16,270,34294.765625,0,1
243.260910034,125.175338745,16,270,34294.765625,0,1
571.260925293,119.175338745,16,270,34294.765625,0,1
412.164916992,272.909545898,12,270,34945,0,-1
258.164916992,108.909538269,12,270,34945,0,-1
586.164916992,102.909538269,12,270,34945,0,-1
450.939208984,199.795913696,50,270,38667.8515625,1,-1
297.026733398,201.862030029,50,270,38708.1796875,1,-1
611.872619629,199.835494995,50,270,38708.1796875,1,-1
626.302185059,177.619888306,29,270,44723.0234375,1,1
312.256530762,179.495285034,28,270,44723.0234375,1,1
333.287384033,222.539932251,27,270,45387.0078125,1,1
180.427261353,179.654083252,29,270,45464.3359375,1,1
494.427246094,177.654083252,29,270,45464.3359375,1,1
351.492034912,200.087005615,53,270,46634.578125,1,-1
198.36328125,202.085250854,53,270,47034.7148438,1,-1
512.36328125,200.085250854,53,270,47034.7148438,1,-1
395.709869385,276.901977539,28,270,47823.046875,1,-1
241.709869385,112.901992798,28,270,47823.046875,1,-1
569.709899902,106.901992798,28,270,47823.046875,1,-1
464.82208252,222.164886475,31,270,49115.3164062,1,1
626.098754883,222.201477051,30,270,49654.6328125,1,1
312.101196289,224.245346069,28,270,49654.6328125,1,1
180.428482056,224.464889526,28,270,49707.6484375,1,1
494.428497314,222.464889526,28,270,49707.6484375,1,1
416.90814209,298.908203125,18,270,50544.6445312,0,1
386.090789795,268.095916748,18,270,50544.6445312,0,1
262.90814209,134.908187866,18,270,50544.6445312,0,1
590.90814209,128.908187866,18,270,50544.6445312,0,1
232.090789795,104.095916748,18,270,50544.6445312,0,1
560.090820312,98.095916748,18,270,50544.6445312,0,1
386.134613037,298.878265381,18,270,50621.1523438,0,1
232.134613037,134.878250122,18,270,50621.1523438,0,1
560.13458252,128.878250122,18,270,50621.1523438,0,1
465.72277832,222.38734436,26,270,50672.7109375,0,1
626.72277832,222.38734436,26,270,50672.7109375,0,1
312.797180176,224.402008057,25,270,50672.7109375,0,1
416.759643555,268.129821777,19,270,51104.1367188,0,1
262.759643555,104.129821777,19,270,51104.1367188,0,1
590.759643555,98.1298217773,19,270,51104.1367188,0,1
313.111968994,179.12727356,23,270,51234.3945312,0,1
466.111968994,177.12727356,23,270,51234.3945312,0,1
627.111999512,177.12727356,23,270,51234.3945312,0,1
179.990249634,179.152694702,24,270,52205.65625,0,1
332.990264893,177.152694702,24,270,52205.65625,0,1
493.990264893,177.152694702,24,270,52205.65625,0,1
408.947296143,291.422546387,23,270,52979.4804688,0,-1
254.947280884,127.422531128,23,270,52979.4804688,0,-1
582.947265625,121.422531128,23,270,52979.4804688,0,-1
180.040313721,224.823196411,24,270,53167.6992188,0,1
333.040313721,222.823196411,24,270,53167.6992188,0,1
494.040313721,222.823196411,24,270,53167.6992188,0,1
403.512573242,127.512832642,82,270,53791.1132812,2,1
